Area Type,Area Name,Year,Month,Industry Title,Industry Current Employment,Regional Labor Force,Regional Employment,Regional Unemployment,Regional Unemployment Rate
State,California,2014,February,Building Equipment Contractors,178800,18605200,17033800,1571500,8.4
State,California,2014,February," Foundation, Structure, and Building Exterior Contractors",84700,18605200,17033800,1571500,8.4
State,California,2014,February,Specialty Trade Contractors,422700,18605200,17033800,1571500,8.4
State,California,2014,February,Comm & Industrial Mach Rental & Leasing,17400,18605200,17033800,1571500,8.4
State,California,2014,February,General Rental Centers,3700,18605200,17033800,1571500,8.4
State,California,2014,February,Lessors of Real Estate,60500,18605200,17033800,1571500,8.4
State,California,2014,February,Specialized Design Services,21700,18605200,17033800,1571500,8.4
State,California,2014,February, Rental and Leasing Services,56800,18605200,17033800,1571500,8.4
State,California,2014,February, Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,244600,18605200,17033800,1571500,8.4
State,California,2014,February,Nondepository Credit Intermediation,50000,18605200,17033800,1571500,8.4
State,California,2014,February,Durable Goods,797700,18605200,17033800,1571500,8.4
State,California,2014,February,Building Finishing Contractors,104900,18605200,17033800,1571500,8.4
State,California,2014,February," Highway, Street, and Bridge Construction",19700,18605200,17033800,1571500,8.4
State,California,2014,February,Goods Producing,1937900,18605200,17033800,1571500,8.4
State,California,2014,February, Heavy and Civil Engineering Construction,74400,18605200,17033800,1571500,8.4
State,California,2014,February,Residential Building Construction,89500,18605200,17033800,1571500,8.4
State,California,2014,February,Construction,645700,18605200,17033800,1571500,8.4
State,California,2014,February,Mining,26700,18605200,17033800,1571500,8.4
State,California,2014,February," Mining, Logging and Construction",673800,18605200,17033800,1571500,8.4
State,California,2014,February,Total Private,12912400,18605200,17033800,1571500,8.4
State,California,2014,February,Machine Shops & Threaded Product Mfg.,43400,18605200,17033800,1571500,8.4
State,California,2014,February,Fabricated Metal Product Mfg,128200,18605200,17033800,1571500,8.4
State,California,2014,February,Primary Metal Manufacturing,18700,18605200,17033800,1571500,8.4
State,California,2014,February,Other Wood Product Mfg.,15000,18605200,17033800,1571500,8.4
State,California,2014,February,"Data Processing, Hosting & Related Services",28700,18605200,17033800,1571500,8.4
State,California,2014,February,Telecommunications,86900,18605200,17033800,1571500,8.4
State,California,2014,February, Broadcasting and Content Providers,64600,18605200,17033800,1571500,8.4
State,California,2014,February,Support Activities for Mining,15100,18605200,17033800,1571500,8.4
State,California,2014,February,Logging,1300,18605200,17033800,1571500,8.4
State,California,2014,February, Mining and Logging,28000,18605200,17033800,1571500,8.4
State,California,2014,February, Furniture and Home Furnishings Retailers,52100,18605200,17033800,1571500,8.4
State,California,2014,February,"Soap, Cleaning Compound & Toiletry Mfg.",11300,18605200,17033800,1571500,8.4
State,California,2014,February,Electrical and Electronic Goods Merchant,48800,18605200,17033800,1571500,8.4
State,California,2014,February,Lumber & Other Const. Mat Merch whole,19000,18605200,17033800,1571500,8.4
State,California,2014,February,Furniture & Home Furnish Merch whole,20000,18605200,17033800,1571500,8.4
State,California,2014,February, Plastics and Rubber Products Manufacturing,43700,18605200,17033800,1571500,8.4
State,California,2014,February,Motor Vehicle and Motor Vehicle Parts Me,37600,18605200,17033800,1571500,8.4
State,California,2014,February, Service-Providing,13389500,18605200,17033800,1571500,8.4
State,California,2014,February,Retail Trade,1579300,18605200,17033800,1571500,8.4
State,California,2014,February,Chemical & Allied Products Merchant whol,13200,18605200,17033800,1571500,8.4
State,California,2014,February,Grocery & Related Products Merchant whol,102000,18605200,17033800,1571500,8.4
State,California,2014,February,"Merchant Wholesalers, Nondurable Goods",275100,18605200,17033800,1571500,8.4
State,California,2014,February,"Hdwr, Plumb & Heating Merchant whole",24400,18605200,17033800,1571500,8.4
State,California,2014,February,Professional and Commercial Equipment Me,86800,18605200,17033800,1571500,8.4
State,California,2014,February,Private Service Providing,10974500,18605200,17033800,1571500,8.4
State,California,2014,February,"Machinery, Equipment and Supplies Mercha",53600,18605200,17033800,1571500,8.4
State,California,2014,February,Wholesale Trade,680500,18605200,17033800,1571500,8.4
State,California,2014,February,Social Advocacy Organizations,23400,18605200,17033800,1571500,8.4
State,California,2014,February,Indian Tribes,58700,18605200,17033800,1571500,8.4
State,California,2014,February, Personal and Laundry Services,157300,18605200,17033800,1571500,8.4
State,California,2014,February,Personal & Household Goods Repair,8100,18605200,17033800,1571500,8.4
State,California,2014,February," Religious, Grantmaking, Civic, Professional, and Similar Organizations",222300,18605200,17033800,1571500,8.4
State,California,2014,February,Other Services,526400,18605200,17033800,1571500,8.4
State,California,2014,February,Drinking Places (Alcoholic Beverages),28400,18605200,17033800,1571500,8.4
State,California,2014,February,Other Amusement and Recreation,128200,18605200,17033800,1571500,8.4
State,California,2014,February,Spectator Sports,12500,18605200,17033800,1571500,8.4
State,California,2014,February,Grantmaking & Giving Serv.,23200,18605200,17033800,1571500,8.4
State,California,2014,February,Other Personal Services,43300,18605200,17033800,1571500,8.4
State,California,2014,February, Leisure and Hospitality,1699000,18605200,17033800,1571500,8.4
State,California,2014,February,"Community Food & Housing, & Emergency &",17400,18605200,17033800,1571500,8.4
State,California,2014,February,Motion Picture & Video Industries,139700,18605200,17033800,1571500,8.4
State,California,2014,February, Information,459100,18605200,17033800,1571500,8.4
State,California,2014,February,Scheduled Air transp.,40500,18605200,17033800,1571500,8.4
State,California,2014,February, Used Merchandise Retailers,18400,18605200,17033800,1571500,8.4
State,California,2014,February, Book Retailers and News Dealers,10900,18605200,17033800,1571500,8.4
State,California,2014,February," Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",193700,18605200,17033800,1571500,8.4
State,California,2014,February, County Government,327000,18605200,17033800,1571500,8.4
State,California,2014,February,Drycleaning & Laundry Serv.,34200,18605200,17033800,1571500,8.4
State,California,2014,February, Pharmaceutical and Medicine Manufacturing,40900,18605200,17033800,1571500,8.4
State,California,2014,February,Motor Vehicle Mfg.,5700,18605200,17033800,1571500,8.4
State,California,2014,February, Local Government Excluding Educational Services,754700,18605200,17033800,1571500,8.4
State,California,2014,February, State Government Excluding Education,255000,18605200,17033800,1571500,8.4
State,California,2014,February,Department of Defense,58500,18605200,17033800,1571500,8.4
State,California,2014,February,Government,2415000,18605200,17033800,1571500,8.4
State,California,2014,February,Support Activities for Road transp.,14200,18605200,17033800,1571500,8.4
State,California,2014,February,Natural Gas Distribution,34000,18605200,17033800,1571500,8.4
State,California,2014,February,General Freight Trucking,70200,18605200,17033800,1571500,8.4
State,California,2014,February,Support Activities for Water transp.,19400,18605200,17033800,1571500,8.4
State,California,2014,February, Transit and Ground Passenger Transportation,41000,18605200,17033800,1571500,8.4
State,California,2014,February, Beverage and Tobacco Product Manufacturing,48000,18605200,17033800,1571500,8.4
State,California,2014,February,Other Food Mfg.,29300,18605200,17033800,1571500,8.4
State,California,2014,February,Religious Organizations,94900,18605200,17033800,1571500,8.4
State,California,2014,February,Civic & Social Organizations,40000,18605200,17033800,1571500,8.4
State,California,2014,February," Newspaper, Periodical, Book, and Directory Publishers",36600,18605200,17033800,1571500,8.4
State,California,2014,February,Chemical Manufacturing,71900,18605200,17033800,1571500,8.4
State,California,2014,February, Petroleum and Coal Products Manufacturing,14400,18605200,17033800,1571500,8.4
State,California,2014,February, Printing and Related Support Activities,42400,18605200,17033800,1571500,8.4
State,California,2014,February,Other Residential Care Facilities,14300,18605200,17033800,1571500,8.4
State,California,2014,February, Special Districts plus Tribes,116300,18605200,17033800,1571500,8.4
State,California,2014,February,State Government,496800,18605200,17033800,1571500,8.4
State,California,2014,February,Federal Government,240500,18605200,17033800,1571500,8.4
State,California,2014,February,Child Day Care Services,66500,18605200,17033800,1571500,8.4
State,California,2014,February,Auto Repair & Maintenance,109200,18605200,17033800,1571500,8.4
State,California,2014,February,Special Food Services,55500,18605200,17033800,1571500,8.4
State,California,2014,February,"Independent Artists, Writers, and Perfor",15200,18605200,17033800,1571500,8.4
State,California,2014,February,Performing Arts Companies,14500,18605200,17033800,1571500,8.4
State,California,2014,February,Freight transp. Arrangement,27500,18605200,17033800,1571500,8.4
State,California,2014,February,Support Activities for Transportation,88400,18605200,17033800,1571500,8.4
State,California,2014,February, Transportation and Warehousing,452400,18605200,17033800,1571500,8.4
State,California,2014,February, Clothing and Clothing Accessories Retailers,152900,18605200,17033800,1571500,8.4
State,California,2014,February, Gasoline Stations and Fuel Dealers,56600,18605200,17033800,1571500,8.4
State,California,2014,February, Health and Personal Care Retailers,110500,18605200,17033800,1571500,8.4
State,California,2014,February, Department Stores,120600,18605200,17033800,1571500,8.4
State,California,2014,February,Total Wage and Salary,15680100,18605200,17033800,1571500,8.4
State,California,2014,February,Commercial & Industrial Machinery,18400,18605200,17033800,1571500,8.4
State,California,2014,February,Full-Service Restaurants,591200,18605200,17033800,1571500,8.4
State,California,2014,February, Accommodation and Food Services,1437500,18605200,17033800,1571500,8.4
State,California,2014,February,Gambling Industries,14200,18605200,17033800,1571500,8.4
State,California,2014,February, City Government,252700,18605200,17033800,1571500,8.4
State,California,2014,February, Local Government Educational Services,923000,18605200,17033800,1571500,8.4
State,California,2014,February, State Government Educational Services,241800,18605200,17033800,1571500,8.4
State,California,2014,February,"Bus,Labor, Political & Other like Org.",40800,18605200,17033800,1571500,8.4
State,California,2014,February,Amusement Parks and Arcades,38200,18605200,17033800,1571500,8.4
State,California,2014,February,"Museums, Historical Sites, and Similar I",16700,18605200,17033800,1571500,8.4
State,California,2014,February,"Performing Arts, Spectator Sports",64200,18605200,17033800,1571500,8.4
